SMILES,Prediction_Score
CC(=O)c1cccc(OCc2cn(-c3ccc(C(=O)N4CCC(C#N)CC4)cc3)nn2)c1,0.71
N#Cc1cccc2c1CC[C@H]2NC(=O)c1ccc(Nc2ncnc3ccccc23)cc1,0.71
COc1c(C#N)cccc1CC(=O)Nc1ccc2c(c1)CCCN2C(=O)c1ccccc1,0.69
N#Cc1cccc(OCc2cn(-c3ccc(C(=O)N4CCC(C#N)CC4)cc3)nn2)c1,0.68
N#Cc1cccc2c1CC[C@H]2NC(=O)c1ccc(SCc2cn3ccccc3n2)cc1,0.67
N#Cc1cccc2c1CC[C@H]2NC(=O)c1ccc(S(=O)(=O)NCc2ccco2)cc1,0.645
CCN(CC)Cc1cn(Cc2ccc(C(=O)N[C@@H]3CCc4c(C#N)cccc43)cc2)nn1,0.595
COc1ccc(-c2cncc(C(=O)N[C@@H]3CCc4c(C#N)cccc43)c2)c(C)c1,0.58
O=C(c1cc(-c2ccccc2Cl)[nH]n1)N1CC[C@@H](c2ccccc2)[C@@H](CO)C1,0.51
O=C(Nc1cccnc1)C1CCN(C(=O)c2ccc(-c3ccc(F)cc3)o2)CC1,0.5
Cc1ccc(NC(=O)C(Sc2nnc(-c3ccco3)o2)c2ccccc2)cc1Cl,0.5
CNS(=O)(=O)c1cccc(C(=O)Nc2ccccc2N2CCc3ccccc3C2)c1,0.49
N#CCCn1cc(C(=O)Nc2ccc(Cl)cc2)c(-c2cc3ccccc3o2)n1,0.49
O=C(NCc1ccc(-c2nc3ccccc3s2)o1)c1ccccc1F,0.485
O=C(CC1C(=O)Nc2ccccc2N1C(=O)c1ccco1)Nc1ccc(Cl)c(Cl)c1,0.48
O=C(NCc1ccccc1)C(c1ccccc1)N1CCN(C(=O)c2ccc(F)c(F)c2)CC1,0.48
N#Cc1cc(Oc2ccc(NC(=O)c3cn[nH]c3-c3ccco3)cc2)ccn1,0.475
N#Cc1cccc2c1CC[C@H]2NC(=O)c1ccc(-c2ccco2)[nH]1,0.475
N#Cc1ccc(Sc2nnc(-c3ccccc3F)n2Cc2ccccc2)nc1,0.465
N#Cc1cccc(CNc2ccc(-n3ccnc3)c(F)c2)c1,0.46
N#Cc1ccccc1NC(=O)COc1cccc(C(=O)NCc2ccccc2)c1,0.455
CS(=O)(=O)c1cccc(C(=O)Nc2cccc(-c3nc4ccccc4[nH]3)c2)c1,0.45
NC(=O)c1cnc(NC(=O)c2cccc(S(=O)(=O)N3CCc4ccccc43)c2)s1,0.45
O=C(Nc1sc2c(c1-c1nc3ccccc3[nH]1)CCCC2)c1ccccc1[N+](=O)[O-],0.45
CCN(c1ccccc1)S(=O)(=O)c1ccc(N2CCc3ccccc3C2)nc1,0.445
Cc1ccc(S(=O)(=O)NCc2ccco2)cc1C(=O)N1CCc2ccccc21,0.445
O=C1CCc2cc(C(=O)NC3CCSc4ccccc43)ccc2N1,0.435
CC(=O)Nc1ccc(NC(=O)c2nc(-c3ccccc3)n(-c3ccccc3)n2)cc1,0.435
CN(c1ccccc1)S(=O)(=O)c1cccc(NC(=O)c2ccc3[nH]cnc3c2)c1,0.425
O=C(c1cn2ccccc2n1)N1CCS(=O)(=O)CC1,0.425
Cc1ccc(NC(=O)c2cccc(F)c2)c(-c2nc3ccccc3nc2O)c1,0.425
CC(NC(=O)c1cc2ccc(F)cc2s1)c1ccc(S(N)(=O)=O)cc1,0.415
O=C(c1cc2ccc(OC(F)(F)F)cc2[nH]1)N1CCC(c2ccc(O)cc2)CC1,0.415
O=C(Cc1cn2ccccc2n1)Nc1nc2ccc(Cl)cc2s1,0.405
O=C(c1cc(-c2ccncc2)nc2ccccc12)N1CCc2ccccc21,0.405
CC1=C(C(=O)OCc2ccccc2)C(c2cccc(F)c2)c2c([nH]c(=O)[nH]c2=O)N1,0.405
CC(C)C(C(=O)Nc1nc2ccc(S(N)(=O)=O)cc2s1)c1ccc(Cl)cc1,0.4
Cc1c(NC(=O)c2cccc(OCc3cscn3)c2)cccc1-n1cnnn1,0.4
O=C(NCc1ccccc1)C(c1ccccc1)N1CCN(C(=O)c2cccnc2C(F)(F)F)CC1,0.4
O=C(Nc1cccc(NC(=O)c2ccncc2)c1)c1ccccc1,0.4
Cc1ccc(CNCc2cccc(NC(=O)c3ccccc3Cl)c2)cc1,0.4
N#Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)NC3=NCCC3)cc2)cc1,0.395
Cc1nc(-c2ccccc2Cl)sc1C(=O)Nc1ccc(Oc2ncccn2)cc1,0.395
CS(=O)(=O)c1ccccc1NC(=O)c1cc(-c2cccs2)nn1-c1ccccc1,0.39
NC(=O)c1ccc(Cl)c(NC(=O)c2cnn(-c3ccc(F)cc3)c2-n2cccc2)c1,0.39
COc1ccc(CNC(c2ccccc2)c2ccccc2)cc1O,0.385
O=C(O)c1cc2cc(NC(=O)C3CCCN3Cc3ccccc3)ccc2s1,0.385
N#Cc1ccc(-n2nccc2NC(=O)c2ccc(F)cc2F)cc1,0.385
O=C(c1ccnc2ccccc12)N1CCN(c2ccc(O)cc2)CC1,0.385
Cc1nn(-c2ccccc2)c(C)c1C(=O)OCC(=O)N1CC(=O)Nc2ccccc21,0.385
