SMILES,Prediction_Score
N#Cc1ccc(NC(=O)Cn2cnc3ccccc3c2=O)cc1,0.9104
O=C(CSc1nc2cc(S(=O)(=O)Nc3ccccc3Cl)ccc2o1)N1CCCC1,0.9009
C#Cc1cccc(NC(=O)c2ccc(=O)[nH]n2)c1,0.8959
COc1c(C#N)cccc1CC(=O)Nc1ccc2c(c1)CCCN2C(=O)c1ccccc1,0.8955
N#CC1CCC(N2CCCC(NC(=O)c3ccc4ccccc4c3)C2)C1,0.8938
O=C(Nc1cccc(N2CCOC2=O)c1)c1[nH]c2ccccc2c1Cl,0.8923
N#Cc1cccc(NC(=O)COc2nc3ccccc3nc2N2CCOCC2)c1,0.8905
CCOc1cc(CNc2nc3ccccc3c(=O)[nH]2)ccc1OC,0.8904
Cc1noc2nc(-c3ccccc3)cc(C(=O)Nc3ncccn3)c12,0.8878
CC(C)C(C(=O)Nc1nc2ccc(S(N)(=O)=O)cc2s1)c1ccc(Cl)cc1,0.8874
CCn1c(NC(=O)c2ccc(Cl)c(N3CCCC3=O)c2)nc2ccccc21,0.8852
NC(=O)c1ccc(NS(=O)(=O)c2cccc3ccccc23)c(F)c1,0.8849
Cc1nc2ccc(NC(=O)c3ccc(F)cc3)cc2o1,0.8809
O=C(Nc1ccncc1)c1cc2cc(Br)ccc2o1,0.8806
O=C(Nc1ccc(-n2cncn2)nc1)c1n[nH]c2ccccc12,0.8767
N#Cc1cccc(OCCN2CCC(C(=O)Nc3ccccn3)CC2)c1,0.8747
Cc1ccnc(NC(=O)c2cc3cc([N+](=O)[O-])ccc3s2)c1,0.8743
Cc1oc2nc[nH]c(=O)c2c1C(=O)Nc1ncc(Cc2cccc(C(F)(F)F)c2)s1,0.8743
O=C(Nc1cccc(Oc2cnccn2)c1)c1cc2ccccc2[nH]1,0.8732
N#Cc1cc(Oc2ccc(NC(=O)c3cn[nH]c3-c3ccco3)cc2)ccn1,0.8666
O=C(Nc1ccccc1C(F)(F)F)c1ccccc1NS(=O)(=O)c1ccc(F)cc1,0.8593
O=C(O)c1ccc(NC(=O)c2cc3cc(F)ccc3s2)cc1,0.8586
CC(NC(=O)c1c[nH]nc1-c1c(F)cccc1F)c1cccc(NS(C)(=O)=O)c1,0.8566
CC(=O)Nc1ccc2nc(NC(=O)c3ccc(-n4cc(C)cn4)cc3)sc2c1,0.8545
Cc1nc(N2CCOCC2)ccc1NC(=O)c1sc2ccccc2c1Cl,0.8512
CN(Cc1nc2ccccc2s1)C(=O)c1ccc(Cl)c(N2CCCC2=O)c1,0.8475
CC(C(=O)Nc1nc2ccc(F)cc2s1)n1c(=O)oc2ccccc21,0.8466
N#Cc1ccc(OC(F)F)c(NC(=O)C2=Cc3ccccc3OC2)c1,0.8462
Cc1c(Cl)cnc(N2CCN(C(=O)c3ccco3)CC2)c1C#N,0.8456
O=C(CCn1c(=O)oc2ccccc21)Nc1ccc(Cl)c(C(F)(F)F)c1,0.8433
CCOc1ncccc1C(=O)Nc1nc(-c2ccc(C#N)cc2)cs1,0.8424
Cc1cc(Br)c(S(=O)(=O)Nc2ccccc2C(N)=O)cc1C,0.8404
O=C(Nc1ccc2ncccc2c1)c1cccc2cc[nH]c12,0.836
N#CCCn1cc(C(=O)Nc2ccc(Cl)cc2)c(-c2cc3ccccc3o2)n1,0.8321
